SimaPro 7.3;method;Date:;7/18/2011;Time:;2:35 PM
Water;(unspecified);1-Octanol;000111-87-5;0,00199;kg 1,4-DB eq / kg
Water;ocean;1-Octanol;000111-87-5;0,0253;kg 1,4-DB eq / kg
Air;(unspecified);1,4-Dioxane;000123-91-1;0,000458;kg 1,4-DB eq / kg
Air;low. pop.;1,4-Dioxane;000123-91-1;0,000578;kg 1,4-DB eq / kg
Air;low. pop., long-term;1,4-Dioxane;000123-91-1;0,000578;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;1,4-Dioxane;000123-91-1;0,000578;kg 1,4-DB eq / kg
Water;(unspecified);1,4-Dioxane;000123-91-1;0,000761;kg 1,4-DB eq / kg
Water;ocean;1,4-Dioxane;000123-91-1;0,00188;kg 1,4-DB eq / kg
Air;(unspecified);2-Acetylaminofluorene;000053-96-3;0,0101;kg 1,4-DB eq / kg
Air;low. pop.;2-Acetylaminofluorene;000053-96-3;0,0169;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Acetylaminofluorene;000053-96-3;0,0169;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Acetylaminofluorene;000053-96-3;0,0169;kg 1,4-DB eq / kg
Air;(unspecified);2-Benzothiazolethiol;000149-30-4;0,0848;kg 1,4-DB eq / kg
Air;low. pop.;2-Benzothiazolethiol;000149-30-4;0,172;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Benzothiazolethiol;000149-30-4;0,172;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Benzothiazolethiol;000149-30-4;0,172;kg 1,4-DB eq / kg
Water;(unspecified);2-Benzothiazolethiol;000149-30-4;0,143;kg 1,4-DB eq / kg
Water;ocean;2-Benzothiazolethiol;000149-30-4;1,01;kg 1,4-DB eq / kg
Water;(unspecified);2-Butanol;000078-92-2;0,0000253;kg 1,4-DB eq / kg
Water;ocean;2-Butanol;000078-92-2;0,000259;kg 1,4-DB eq / kg
Air;(unspecified);2-Butenal;004170-30-3;0,00161;kg 1,4-DB eq / kg
Air;low. pop.;2-Butenal;004170-30-3;0,00302;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Butenal;004170-30-3;0,00302;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Butenal;004170-30-3;0,00302;kg 1,4-DB eq / kg
Water;(unspecified);2-Butenal;004170-30-3;0,00139;kg 1,4-DB eq / kg
Water;ocean;2-Butenal;004170-30-3;0,0242;kg 1,4-DB eq / kg
Air;(unspecified);2-Ethoxyethyl acetate;000111-15-9;0,00082;kg 1,4-DB eq / kg
Air;low. pop.;2-Ethoxyethyl acetate;000111-15-9;0,00109;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Ethoxyethyl acetate;000111-15-9;0,00109;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Ethoxyethyl acetate;000111-15-9;0,00109;kg 1,4-DB eq / kg
Water;(unspecified);2-Ethoxyethyl acetate;000111-15-9;0,000238;kg 1,4-DB eq / kg
Water;ocean;2-Ethoxyethyl acetate;000111-15-9;0,00434;kg 1,4-DB eq / kg
Water;(unspecified);2-Propanol;000067-63-0;0,0000135;kg 1,4-DB eq / kg
Water;ocean;2-Propanol;000067-63-0;0,000114;kg 1,4-DB eq / kg
Soil;(unspecified);2,4-D;000094-75-7;0,0000325;kg 1,4-DB eq / kg
Soil;(unspecified);2,4,5-T;000093-76-5;0,00132;kg 1,4-DB eq / kg
Soil;(unspecified);2,6-Dichloro-4-nitroaniline;000099-30-9;0,0619;kg 1,4-DB eq / kg
Soil;(unspecified);Abamectin;071751-41-2;0,624;kg 1,4-DB eq / kg
Water;(unspecified);Acenaphthene;000083-32-9;0,00069;kg 1,4-DB eq / kg
Water;ocean;Acenaphthene;000083-32-9;0,0668;kg 1,4-DB eq / kg
Soil;(unspecified);Acephate;030560-19-1;0,00774;kg 1,4-DB eq / kg
Air;(unspecified);Acetaldehyde;000075-07-0;0,00152;kg 1,4-DB eq / kg
Air;low. pop.;Acetaldehyde;000075-07-0;0,0021;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetaldehyde;000075-07-0;0,0021;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetaldehyde;000075-07-0;0,0021;kg 1,4-DB eq / kg
Air;(unspecified);Acetamide;000060-35-5;0,000013;kg 1,4-DB eq / kg
Air;low. pop.;Acetamide;000060-35-5;0,000019;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetamide;000060-35-5;0,000019;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetamide;000060-35-5;0,000019;kg 1,4-DB eq / kg
Water;(unspecified);Acetamide;000060-35-5;0,0000019;kg 1,4-DB eq / kg
Water;ocean;Acetamide;000060-35-5;0,0000396;kg 1,4-DB eq / kg
Air;(unspecified);Acetic acid;000064-19-7;0,00122;kg 1,4-DB eq / kg
Air;low. pop.;Acetic acid;000064-19-7;0,00163;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetic acid;000064-19-7;0,00163;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetic acid;000064-19-7;0,00163;kg 1,4-DB eq / kg
Water;(unspecified);Acetic acid;000064-19-7;0,000133;kg 1,4-DB eq / kg
Water;ocean;Acetic acid;000064-19-7;0,00302;kg 1,4-DB eq / kg
Air;(unspecified);Acetone;000067-64-1;0,0000746;kg 1,4-DB eq / kg
Air;low. pop.;Acetone;000067-64-1;0,0000751;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetone;000067-64-1;0,0000751;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetone;000067-64-1;0,0000751;kg 1,4-DB eq / kg
Water;(unspecified);Acetone;000067-64-1;0,0000345;kg 1,4-DB eq / kg
Water;ocean;Acetone;000067-64-1;0,000112;kg 1,4-DB eq / kg
Air;(unspecified);Acetonitrile;000075-05-8;0,00174;kg 1,4-DB eq / kg
Air;low. pop.;Acetonitrile;000075-05-8;0,00174;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetonitrile;000075-05-8;0,00174;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetonitrile;000075-05-8;0,00174;kg 1,4-DB eq / kg
Water;(unspecified);Acetonitrile;000075-05-8;0,00145;kg 1,4-DB eq / kg
Water;ocean;Acetonitrile;000075-05-8;0,00238;kg 1,4-DB eq / kg
Air;(unspecified);Acetophenone;000098-86-2;0,00589;kg 1,4-DB eq / kg
Air;low. pop.;Acetophenone;000098-86-2;0,00631;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetophenone;000098-86-2;0,00631;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetophenone;000098-86-2;0,00631;kg 1,4-DB eq / kg
Water;(unspecified);Acetophenone;000098-86-2;0,00323;kg 1,4-DB eq / kg
Water;ocean;Acetophenone;000098-86-2;0,0128;kg 1,4-DB eq / kg
Soil;(unspecified);Aclonifen;074070-46-5;0,0189;kg 1,4-DB eq / kg
Air;(unspecified);Acrolein;000107-02-8;3;kg 1,4-DB eq / kg
Air;low. pop.;Acrolein;000107-02-8;4,43;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acrolein;000107-02-8;4,43;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acrolein;000107-02-8;4,43;kg 1,4-DB eq / kg
Air;(unspecified);Acrylamide;000079-06-1;0,000597;kg 1,4-DB eq / kg
Air;low. pop.;Acrylamide;000079-06-1;0,000998;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acrylamide;000079-06-1;0,000998;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acrylamide;000079-06-1;0,000998;kg 1,4-DB eq / kg
Water;(unspecified);Acrylamide;000079-06-1;0,0000691;kg 1,4-DB eq / kg
Water;ocean;Acrylamide;000079-06-1;0,00283;kg 1,4-DB eq / kg
Air;(unspecified);Acrylic acid;000079-10-7;0,000614;kg 1,4-DB eq / kg
Air;low. pop.;Acrylic acid;000079-10-7;0,000984;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acrylic acid;000079-10-7;0,000984;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acrylic acid;000079-10-7;0,000984;kg 1,4-DB eq / kg
Water;(unspecified);Acrylic acid;000079-10-7;0,000128;kg 1,4-DB eq / kg
Water;ocean;Acrylic acid;000079-10-7;0,00267;kg 1,4-DB eq / kg
Water;(unspecified);Acrylonitrile;000107-13-1;0,0179;kg 1,4-DB eq / kg
Water;ocean;Acrylonitrile;000107-13-1;0,0716;kg 1,4-DB eq / kg
Air;(unspecified);Aldehydes, unspecified;;0,00346;kg 1,4-DB eq / kg
Air;low. pop.;Aldehydes, unspecified;;0,00472;kg 1,4-DB eq / kg
Air;low. pop., long-term;Aldehydes, unspecified;;0,00472;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Aldehydes, unspecified;;0,00472;kg 1,4-DB eq / kg
Soil;(unspecified);Aldicarb;000116-06-3;1,89;kg 1,4-DB eq / kg
Soil;(unspecified);Aldoxycarb;001646-88-4;0,0181;kg 1,4-DB eq / kg
Air;(unspecified);Allyl chloride;000107-05-1;0,0000351;kg 1,4-DB eq / kg
Air;low. pop.;Allyl chloride;000107-05-1;0,0000495;kg 1,4-DB eq / kg
Air;low. pop., long-term;Allyl chloride;000107-05-1;0,0000495;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Allyl chloride;000107-05-1;0,0000495;kg 1,4-DB eq / kg
Water;(unspecified);Allyl chloride;000107-05-1;0,000755;kg 1,4-DB eq / kg
Water;ocean;Allyl chloride;000107-05-1;0,0307;kg 1,4-DB eq / kg
Air;(unspecified);Allylamine;000107-11-9;0,000908;kg 1,4-DB eq / kg
Air;low. pop.;Allylamine;000107-11-9;0,00214;kg 1,4-DB eq / kg
Air;low. pop., long-term;Allylamine;000107-11-9;0,00214;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Allylamine;000107-11-9;0,00214;kg 1,4-DB eq / kg
Water;(unspecified);Allylamine;000107-11-9;0,00141;kg 1,4-DB eq / kg
Water;ocean;Allylamine;000107-11-9;0,0265;kg 1,4-DB eq / kg
Soil;(unspecified);Alpha-cypermethrin;067375-30-8;3,7;kg 1,4-DB eq / kg
Soil;(unspecified);Aluminium phosphide;020859-73-8;0,0296;kg 1,4-DB eq / kg
Soil;(unspecified);Ametryn;000834-12-8;0,173;kg 1,4-DB eq / kg
Soil;(unspecified);Amitraz;033089-61-1;0,0342;kg 1,4-DB eq / kg
Air;(unspecified);Ammonium carbonate;000506-87-6;0,0253;kg 1,4-DB eq / kg
Air;low. pop.;Ammonium carbonate;000506-87-6;0,0329;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ammonium carbonate;000506-87-6;0,0329;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ammonium carbonate;000506-87-6;0,0329;kg 1,4-DB eq / kg
Air;(unspecified);Aniline;000062-53-3;0,00144;kg 1,4-DB eq / kg
Air;low. pop.;Aniline;000062-53-3;0,00457;kg 1,4-DB eq / kg
Air;low. pop., long-term;Aniline;000062-53-3;0,00457;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Aniline;000062-53-3;0,00457;kg 1,4-DB eq / kg
Water;(unspecified);Aniline;000062-53-3;0,0053;kg 1,4-DB eq / kg
Water;ocean;Aniline;000062-53-3;0,0446;kg 1,4-DB eq / kg
Air;(unspecified);Anthracene;000120-12-7;0,00989;kg 1,4-DB eq / kg
Air;low. pop.;Anthracene;000120-12-7;0,0131;kg 1,4-DB eq / kg
Air;low. pop., long-term;Anthracene;000120-12-7;0,0131;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Anthracene;000120-12-7;0,0131;kg 1,4-DB eq / kg
Water;(unspecified);Anthracene;000120-12-7;0,000179;kg 1,4-DB eq / kg
Water;ocean;Anthracene;000120-12-7;0,0856;kg 1,4-DB eq / kg
Soil;(unspecified);Anthracene;000120-12-7;0,00539;kg 1,4-DB eq / kg
Air;(unspecified);Antimony;007440-36-0;10,4;kg 1,4-DB eq / kg
Air;low. pop.;Antimony;007440-36-0;14,1;kg 1,4-DB eq / kg
Air;low. pop., long-term;Antimony;007440-36-0;14,1;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Antimony;007440-36-0;14,1;kg 1,4-DB eq / kg
Water;(unspecified);Antimony;007440-36-0;15,4;kg 1,4-DB eq / kg
Water;ocean;Antimony;007440-36-0;29,2;kg 1,4-DB eq / kg
Soil;(unspecified);Antimony;007440-36-0;1,95;kg 1,4-DB eq / kg
Soil;agricultural;Antimony;007440-36-0;1,02;kg 1,4-DB eq / kg
Soil;forestry;Antimony;007440-36-0;0,238;kg 1,4-DB eq / kg
Air;(unspecified);Arsenic;007440-38-2;15,6;kg 1,4-DB eq / kg
Air;low. pop.;Arsenic;007440-38-2;22,5;kg 1,4-DB eq / kg
Air;low. pop., long-term;Arsenic;007440-38-2;22,5;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Arsenic;007440-38-2;22,5;kg 1,4-DB eq / kg
Soil;(unspecified);Arsenic;007440-38-2;0,0761;kg 1,4-DB eq / kg
Soil;agricultural;Arsenic;007440-38-2;0,0495;kg 1,4-DB eq / kg
Soil;forestry;Arsenic;007440-38-2;0,0303;kg 1,4-DB eq / kg
Water;(unspecified);Arsenic, ion;017428-41-0;15,1;kg 1,4-DB eq / kg
Water;ocean;Arsenic, ion;017428-41-0;48,3;kg 1,4-DB eq / kg
Soil;(unspecified);Asulam;003337-71-1;3,84E-09;kg 1,4-DB eq / kg
Soil;(unspecified);Atrazine;001912-24-9;4,12;kg 1,4-DB eq / kg
Soil;(unspecified);Azadirachtin;011141-17-6;0,0436;kg 1,4-DB eq / kg
Soil;(unspecified);Azinphos-methyl;000086-50-0;0,0226;kg 1,4-DB eq / kg
Air;(unspecified);Barium;007440-39-3;1,43;kg 1,4-DB eq / kg
Air;low. pop.;Barium;007440-39-3;1,84;kg 1,4-DB eq / kg
Air;low. pop., long-term;Barium;007440-39-3;1,84;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Barium;007440-39-3;1,84;kg 1,4-DB eq / kg
Water;(unspecified);Barium;007440-39-3;2,77;kg 1,4-DB eq / kg
Water;ocean;Barium;007440-39-3;3,7;kg 1,4-DB eq / kg
Soil;(unspecified);Barium;007440-39-3;0,484;kg 1,4-DB eq / kg
Soil;agricultural;Barium;007440-39-3;0,251;kg 1,4-DB eq / kg
Soil;forestry;Barium;007440-39-3;0,0574;kg 1,4-DB eq / kg
Soil;(unspecified);Bendiocarb;022781-23-3;0,0117;kg 1,4-DB eq / kg
Soil;(unspecified);Benomyl;017804-35-2;0,000144;kg 1,4-DB eq / kg
Soil;(unspecified);Bentazone;025057-89-0;0,000563;kg 1,4-DB eq / kg
Air;(unspecified);Benzaldehyde;000100-52-7;0,00407;kg 1,4-DB eq / kg
Air;low. pop.;Benzaldehyde;000100-52-7;0,00535;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzaldehyde;000100-52-7;0,00535;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzaldehyde;000100-52-7;0,00535;kg 1,4-DB eq / kg
Water;(unspecified);Benzaldehyde;000100-52-7;0,00237;kg 1,4-DB eq / kg
Water;ocean;Benzaldehyde;000100-52-7;0,0266;kg 1,4-DB eq / kg
Air;(unspecified);Benzenamine, 4-methyl-;000106-49-0;0,0418;kg 1,4-DB eq / kg
Air;low. pop.;Benzenamine, 4-methyl-;000106-49-0;0,169;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzenamine, 4-methyl-;000106-49-0;0,169;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzenamine, 4-methyl-;000106-49-0;0,169;kg 1,4-DB eq / kg
Water;(unspecified);Benzenamine, 4-methyl-;000106-49-0;1,19;kg 1,4-DB eq / kg
Water;ocean;Benzenamine, 4-methyl-;000106-49-0;4,55;kg 1,4-DB eq / kg
Air;(unspecified);Benzene;000071-43-2;0,00083;kg 1,4-DB eq / kg
Air;low. pop.;Benzene;000071-43-2;0,000855;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene;000071-43-2;0,000855;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene;000071-43-2;0,000855;kg 1,4-DB eq / kg
Water;(unspecified);Benzene;000071-43-2;0,0013;kg 1,4-DB eq / kg
Water;ocean;Benzene;000071-43-2;0,0232;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, (epoxyethyl)-;000096-09-3;0,0018;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, (epoxyethyl)-;000096-09-3;0,00204;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, (epoxyethyl)-;000096-09-3;0,00204;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, (epoxyethyl)-;000096-09-3;0,00204;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2-dichloro-;000095-50-1;0,145;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2-dichloro-;000095-50-1;0,146;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2-dichloro-;000095-50-1;0,146;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2-dichloro-;000095-50-1;0,146;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2-dichloro-;000095-50-1;0,164;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2-dichloro-;000095-50-1;0,756;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2-dinitro-;000528-29-0;4,47;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2-dinitro-;000528-29-0;4,77;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2-dinitro-;000528-29-0;4,77;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2-dinitro-;000528-29-0;4,77;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2-dinitro-;000528-29-0;4,24;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2-dinitro-;000528-29-0;7,56;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2,4-trichloro-;000120-82-1;0,568;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2,4-trichloro-;000120-82-1;0,575;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2,4-trichloro-;000120-82-1;0,575;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2,4-trichloro-;000120-82-1;0,575;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2,4-trichloro-;000120-82-1;0,658;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2,4-trichloro-;000120-82-1;3,39;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2,4-trimethyl-;000095-63-6;0,0124;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2,4-trimethyl-;000095-63-6;0,407;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,3-dichloro-;000541-73-1;0,0511;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,3-dichloro-;000541-73-1;0,052;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,3-dichloro-;000541-73-1;0,052;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,3-dichloro-;000541-73-1;0,052;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,3-dichloro-;000541-73-1;0,0666;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,3-dichloro-;000541-73-1;0,515;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,3-dinitro-;000099-65-0;0,258;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,3-dinitro-;000099-65-0;0,288;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,3-dinitro-;000099-65-0;0,288;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,3-dinitro-;000099-65-0;0,288;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,3-dinitro-;000099-65-0;0,123;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,3-dinitro-;000099-65-0;0,446;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,3,5-trimethyl-;000108-67-8;0,00288;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,3,5-trimethyl-;000108-67-8;0,103;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,4-dichloro-;000106-46-7;0,189;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,4-dichloro-;000106-46-7;0,191;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,4-dichloro-;000106-46-7;0,191;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,4-dichloro-;000106-46-7;0,191;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,4-dichloro-;000106-46-7;0,213;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,4-dichloro-;000106-46-7;1;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,4-dinitro-;000100-25-4;3;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,4-dinitro-;000100-25-4;3;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,4-dinitro-;000100-25-4;3;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,4-dinitro-;000100-25-4;3;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,4-dinitro-;000100-25-4;2,82;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,4-dinitro-;000100-25-4;4,55;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, chloro-;000108-90-7;0,0584;kg 1,4-DB eq / kg
Water;ocean;Benzene, chloro-;000108-90-7;0,631;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, ethyl-;000100-41-4;0,000193;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, ethyl-;000100-41-4;0,000228;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, ethyl-;000100-41-4;0,000228;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, ethyl-;000100-41-4;0,000228;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, ethyl-;000100-41-4;0,00145;kg 1,4-DB eq / kg
Water;ocean;Benzene, ethyl-;000100-41-4;0,0522;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, hexachloro-;000118-74-1;106;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, hexachloro-;000118-74-1;106;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, hexachloro-;000118-74-1;106;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, hexachloro-;000118-74-1;106;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, pentachloro-;000608-93-5;19,4;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, pentachloro-;000608-93-5;19,4;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, pentachloro-;000608-93-5;19,4;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, pentachloro-;000608-93-5;19,4;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine;000092-87-5;0,00433;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine;000092-87-5;0,0147;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine;000092-87-5;0,0147;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine;000092-87-5;0,0147;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine, 3,3'-dichloro-;000091-94-1;1,37;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine, 3,3'-dichloro-;000091-94-1;2,29;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine, 3,3'-dichloro-;000091-94-1;2,29;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine, 3,3'-dichloro-;000091-94-1;2,29;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine, 3,3'-dimethyl-;000119-93-7;0,033;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine, 3,3'-dimethyl-;000119-93-7;0,0978;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine, 3,3'-dimethyl-;000119-93-7;0,0978;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine, 3,3'-dimethyl-;000119-93-7;0,0978;kg 1,4-DB eq / kg
Water;(unspecified);Benzidine, 3,3'-dimethyl-;000119-93-7;0,311;kg 1,4-DB eq / kg
Water;ocean;Benzidine, 3,3'-dimethyl-;000119-93-7;1,41;kg 1,4-DB eq / kg
Air;(unspecified);Benzo(a)pyrene;000050-32-8;0,000652;kg 1,4-DB eq / kg
Air;low. pop.;Benzo(a)pyrene;000050-32-8;0,00266;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzo(a)pyrene;000050-32-8;0,00266;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzo(a)pyrene;000050-32-8;0,00266;kg 1,4-DB eq / kg
Air;(unspecified);Benzotrichloride;000098-07-7;1,11E-08;kg 1,4-DB eq / kg
Air;low. pop.;Benzotrichloride;000098-07-7;1,16E-08;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzotrichloride;000098-07-7;1,16E-08;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzotrichloride;000098-07-7;1,16E-08;kg 1,4-DB eq / kg
Air;(unspecified);Benzoyl chloride;000098-88-4;0,0152;kg 1,4-DB eq / kg
Air;low. pop.;Benzoyl chloride;000098-88-4;0,0159;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzoyl chloride;000098-88-4;0,0159;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzoyl chloride;000098-88-4;0,0159;kg 1,4-DB eq / kg
Air;(unspecified);Benzyl chloride;000100-44-7;0,00608;kg 1,4-DB eq / kg
Air;low. pop.;Benzyl chloride;000100-44-7;0,00652;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzyl chloride;000100-44-7;0,00652;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzyl chloride;000100-44-7;0,00652;kg 1,4-DB eq / kg
Water;(unspecified);Benzyl chloride;000100-44-7;0,00431;kg 1,4-DB eq / kg
Water;ocean;Benzyl chloride;000100-44-7;0,0475;kg 1,4-DB eq / kg
Air;(unspecified);Beryllium;007440-41-7;235;kg 1,4-DB eq / kg
Air;low. pop.;Beryllium;007440-41-7;288;kg 1,4-DB eq / kg
Air;low. pop., long-term;Beryllium;007440-41-7;288;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Beryllium;007440-41-7;288;kg 1,4-DB eq / kg
Water;(unspecified);Beryllium;007440-41-7;453;kg 1,4-DB eq / kg
Water;ocean;Beryllium;007440-41-7;548;kg 1,4-DB eq / kg
Soil;(unspecified);Beryllium;007440-41-7;116;kg 1,4-DB eq / kg
Soil;agricultural;Beryllium;007440-41-7;59,9;kg 1,4-DB eq / kg
Soil;forestry;Beryllium;007440-41-7;13,4;kg 1,4-DB eq / kg
Soil;(unspecified);Bifenox;042576-02-3;0,0807;kg 1,4-DB eq / kg
Soil;(unspecified);Bifenthrin;082657-04-3;0,498;kg 1,4-DB eq / kg
Air;(unspecified);Bis(2-chloroethyl)ether;000111-44-4;0,000209;kg 1,4-DB eq / kg
Air;low. pop.;Bis(2-chloroethyl)ether;000111-44-4;0,000225;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bis(2-chloroethyl)ether;000111-44-4;0,000225;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bis(2-chloroethyl)ether;000111-44-4;0,000225;kg 1,4-DB eq / kg
Water;(unspecified);Bis(2-chloroethyl)ether;000111-44-4;0,0000446;kg 1,4-DB eq / kg
